Rainfall (mm),Temperature ,Humidity ,Wind Speed ,Solar Radiation,Soil pH,Soil Moisture ,Organic Matter Content ,Nitrogen ,Phosphorus ,Potassium ,Crop Type,Plant Population ,Fertilizer Application Rate ,Tillage Practice,Sowing Date,Weeding Frequency (per season),Crop Yield
-0.42356384621125454,0.277945720426457,0.7731175609482835,0.542454861819888,-1.7687790311314484,0.7558629070994808,0.6646365460386666,0.8699845255340173,-1.6341264064535654,1.4465727652220823,-0.6903208652278664,4,0.9564639252328913,-0.6310380458935447,0,68,-0.44866758477944857,2
1.5609814176398948,1.0896531179687734,0.6580965220281572,-1.4344867963783554,-1.7829703866669282,-1.1322084148176796,-0.0962536137780345,-0.8122411707713209,-1.699246136138588,1.562935393325308,-1.3936171309043184,3,0.06051064822699034,-1.707055856374942,1,67,0.4522713404804879,1
0.8076320441008684,0.9322349875693938,-1.4046114857335943,-0.8757773354498349,-0.13801005518264195,-0.5710418930123111,-1.5340750168119366,0.5510211850395742,-0.9455015984857824,-1.7104766307688066,-1.2849272382095942,2,-1.642131188149537,0.6372657842881922,2,43,0.4522713404804879,1
0.348378128580055,-1.1758614827712934,1.478569381507425,0.9533973871179983,-1.682015689042309,0.5249355246014825,1.477979413882401,0.7076736995242877,1.0569576190784058,-0.6283479821340041,-1.0977717661908275,4,-1.1256954654320501,-1.1421868536581168,1,10,-0.44866758477944857,2
-1.176228186721689,-1.192032017403567,0.24379380218834248,0.11000546794903784,1.6126880428949901,-0.10221509906938633,1.693790073099866,-0.5234809114031195,1.424144935955026,1.1724131043476558,-1.01857649970216,2,1.657357263702452,0.5459645087470236,1,107,-1.349606510039385,1
-1.1763112648444856,-0.7785052570917294,-0.4701741640718407,1.484540878753755,-1.0100956964690877,0.7855353679818556,-0.2237716303665852,-0.07215828833484578,-0.362494233266068,0.13088898995947426,-0.8855340742814939,0,0.7194507094426803,1.7095946543436835,2,62,-0.44866758477944857,1
-1.5135506505199656,-0.4554712667557911,0.8995962359639422,-0.23401960277167963,-0.13661140227962898,1.5561399894976855,0.4137474356664419,-0.31955683508896854,0.2345746337919243,1.0690359066179234,-0.8400538219763937,2,-0.3762366484023017,-1.4688886401273988,2,99,0.4522713404804879,1
1.2698024473893246,-0.29071811867142006,-0.8410601650450202,1.2843360205834988,-1.5710212047595922,-1.3674541860822813,-0.15655150425973074,1.5705034377752214,0.7321162800565083,1.2275993935287157,-0.14998289396412096,2,-0.453759008545324,-1.4536717608705374,0,47,0.4522713404804879,1
0.35683926814343303,0.6524458159411474,0.6798099827101626,-0.1644670824108645,0.035519289487526653,0.6851472564420881,-0.6048633779079094,-0.6109968211622072,1.5919810054894976,-0.19381714966989225,0.03560447685089049,1,0.7813545940862996,-0.5429645932250436,0,116,1.3532102657404244,2
0.7252385050521619,-1.5139139364389178,-1.6000378541219915,1.6610699639741717,-0.45975447340743003,-0.9735712785315815,-1.4586276765988186,-1.0860513290995137,1.4526507447509063,-0.48330532850336017,-0.6559746221710548,4,-1.025942428483308,1.2761441542997527,0,99,-1.349606510039385,1
-1.642710717716544,-1.5904394127244987,1.18856861583986,1.5942374781302036,-1.6284551687281588,-0.33624011469926696,-0.13641150621724885,-0.4522905188503674,-1.5277784998619495,-0.14949215029006827,1.4061342194961461,3,0.18078430991947353,-0.9748011818326411,0,69,1.3532102657404244,1
1.627097585158953,-0.34824861130657536,-0.1757065945506304,-0.5769439577512376,-0.6160194126608376,-1.6571063448449197,1.1284400051141612,0.6044638109477615,-0.8626428662220167,0.5335746334437355,0.1857320637165097,1,1.6696696385486969,-0.47379696023930995,2,37,0.4522713404804879,1
1.1536124676493504,0.7131804062593151,0.4816848532586905,1.3397993066293188,-0.41974040350238206,-1.3004417401639297,-1.6690913295934169,0.7012891011556963,-1.5558077834300954,-0.4550075678917946,0.9932436325609431,2,-1.235594811281864,-1.4831832842777837,1,95,0.4522713404804879,1
-0.982240803884605,-1.038388490415652,-0.9670401151523673,1.2079089421672993,1.66632738507406,-0.664019728349328,0.3035951767382361,1.4895171496566217,0.42036413370524317,0.956483121565726,1.4645132839348032,0,0.7635700526417238,0.9190086093167475,0,48,1.3532102657404244,2
-1.0873421785471826,0.51964168177371,0.622495909271935,-0.9847306791117875,-1.0595187620070412,-0.5871502239504763,1.3462355483479367,1.3424281856192883,0.7475827023553149,1.4029658317140699,-1.158199788726776,3,-0.09590211370863709,-0.30802519985016824,0,9,1.3532102657404244,1
-1.0819016816753597,-0.8075268455964123,0.9543492865868779,0.43912483186220835,0.11475065753796403,1.3428477028004642,-0.9690811784260109,-0.7209700779309568,-0.6532613076727227,-0.7486650878686373,-0.2459242340420977,0,1.454203078739414,0.9056362002728388,2,31,0.4522713404804879,1
-0.6656942989059655,1.3701031888582116,-0.08838196330348208,-1.4597901011616141,1.6572441704823595,0.7967563329911772,-1.088800343842669,-0.14084993488682887,1.2468817558336887,1.6140750411407578,-0.22753698937861586,2,-0.4447527343522376,1.4047959516532171,2,7,1.3532102657404244,1
0.09383363277366305,1.4034977343129542,0.41554893580272917,1.1703833612943233,0.9765235411173229,1.5941275777346469,0.9674767775775691,0.8748156847186779,-0.14988469885024022,0.42950295438118374,-0.498863807332319,0,1.3943512565701688,-0.9153170174649102,1,96,1.3532102657404244,1
-0.225841308706784,-0.6772738332517029,-0.14726919293242455,-1.1091240113246625,1.6783387202098523,0.3026908832247063,-0.8380391475525427,1.4633696293794913,1.7502593011606817,1.3135892664409725,-1.6896642747329012,1,0.08650343956906253,1.0720996369918385,1,18,-1.349606510039385,2
-0.710515972777404,-0.9112672428462748,1.3792537437261738,-1.46621937700075,1.5909581166154814,-0.9342181905961225,-1.0583294053330135,-0.55113544275985,-1.7255796673834878,-1.366086773382522,1.0914362665269859,0,-0.7914372890506655,-1.5159226305576978,2,31,0.4522713404804879,1
0.39382429056713925,-0.28081366817957126,-0.0024045512959600304,-0.3322423019289594,-0.07779292639797854,-0.636752799407268,-0.40898422735686496,-0.17813019728584875,-1.345633540374151,-0.8553051955852097,-1.3359267936402885,1,-1.5480783247407233,1.3884262785132606,0,68,-0.44866758477944857,2
-1.2331453034444535,-0.8746249978221431,1.1969399480086929,0.27605923714596925,0.6431511565217161,-0.6638167796955032,-0.3583200375481575,1.4040546353672658,-0.675865711237597,-0.6146976890793844,1.7100114641759137,4,-1.6525055039922063,0.5305170707135434,0,16,-1.349606510039385,1
-0.70736264189529,0.6270156862345462,1.055864387944428,1.2330584709085954,-1.3991630493400558,-0.6407702946919424,1.3229468635373365,-0.47700874628843093,-1.638132146607162,-0.6776769923578065,0.9432139963231538,3,1.334157423988528,1.3031195311641885,0,72,-0.44866758477944857,2
-0.45173268552711254,1.1613961356385958,-0.3070510225208008,1.6438376216890227,-0.24646254527637604,0.5584527855267418,0.4304437636131358,-0.05270768657233513,0.997813329949767,-1.1309310844709404,0.27832544220778194,0,0.9198688111065527,-1.719506030312374,1,41,1.3532102657404244,1
-0.14274649597058794,0.6294785495310374,-0.9361910660485585,-0.19704327166439048,1.0357760466483574,0.06641270636295447,-0.3113329888758698,1.421529828548271,-1.5431745717097372,1.2790907739081752,-1.1875891524794742,1,-1.4628037285833988,-1.1355006491361623,0,68,1.3532102657404244,2
0.9908095043148131,1.1554353736553573,-0.3224732902348142,-1.501910531343676,-0.022735507185603805,-0.4367986143021419,0.13700518045288515,1.0659637097534043,0.8816254644324697,-0.2769295256234921,0.05565908203354977,2,-1.1347017396251364,-0.37235109852690074,0,115,-0.44866758477944857,1
-1.0258646220086476,-0.33057882688921814,1.1425717286963177,0.8688364355278808,0.665191104050491,-1.2548140399833634,1.6017534476722652,-0.8770533469852267,-1.5438827401671842,1.6076395754981088,-0.8205887090877754,2,-1.1643426420327627,-0.4076265913496246,2,1,1.3532102657404244,1
0.05759221095934435,-1.167456838418016,-0.9447412316977857,0.2356136220193976,0.8152532436440785,-1.69422341073143,-1.3333148022941443,-0.5941463414742653,-0.8467560373738184,0.29364930977443293,-0.8508654690141653,1,-1.008271890509531,-0.9360673073606302,0,80,1.3532102657404244,1
0.3268719025034179,0.855006229477638,0.09023726743585295,-0.16813022932364655,-0.900634721106165,-1.013408603023114,-1.0034114461819563,-0.4962199419633944,1.2030843685831685,-1.2467582252194678,1.1381533400500474,3,0.2626388019528412,-0.4004792692744324,2,36,-1.349606510039385,2
-1.5536194549699756,-0.4575583619529913,1.0724094987637889,-0.6453390986985713,1.268197282933624,-1.3988661251970456,1.6316486146697426,1.45016099528857,1.585567634913787,0.16362819715631288,-0.4086761098535754,4,0.6469445020147947,-1.2745275914374872,0,21,-0.44866758477944857,1
0.3789858855861384,0.6231454897033804,-0.5059099158067408,0.01951115284033059,-0.18137423559682794,0.9477785592803321,1.6134818965277207,1.749866047338581,-0.2832312038785566,1.712905222539385,-0.16718688640146312,4,0.5135604411804768,-0.2928083205933069,1,69,-1.349606510039385,2
-1.1262662330567341,-0.7699180314329747,0.500922103874458,-0.5440924574083862,-1.0515046105362784,-1.381467903367166,-1.1100621401114639,0.9677756492190073,1.6511976508141464,0.23031092418337948,1.184451207649978,3,1.5309274145868466,1.0545771699687856,0,98,-0.44866758477944857,1
-1.489550489332204,-1.4285512208283873,-0.8819771534937862,0.8960194679439829,1.2323533724851694,0.7358911683712802,-1.2219720518458763,-0.039448603445800305,0.45637177434481163,-1.7192702639257629,-1.4178322549574955,0,-1.0110079738086963,-0.06340233785729008,0,48,-1.349606510039385,1
1.5546824973955604,1.7404109800362293,-1.3574478740755227,0.16235857934579923,-0.32778114564849203,-0.4359869077018015,-0.2585360840608845,-1.6880994587552312,-0.2786728966528863,1.5036358946466835,0.3286631431444554,1,1.6136939343866028,-1.657946836955071,2,93,0.4522713404804879,1
1.612363282196657,-1.1678583262753661,1.0315669992163332,1.3085554664369878,0.8311513428195678,-1.5168709967467773,-1.5549812879666858,0.7017250058288641,1.0690793789835988,-0.9127739271195655,0.27214226996727975,4,1.3926412045081904,-0.26260512085620313,2,64,0.4522713404804879,1
